"answer_id","survey_id","complement","option_id","geometry_id","geom","answer_id-2","tags","option_id-2","question_id","text","type","order","complement-2","text_pt","st_astext"
"dc7217dc-afa6-4171-99c4-b3314ee6bae4","52ffaa8a-01a6-4d03-abf9-2933ba750dce",NULL,"175c4c22-755b-46b3-b489-b8a1eab9f58b","91983cad-268d-4ea5-9427-99186d910e38","0103000020E610000001000000050000005514AFB2B64922C085D04197705A43405514AFB2B64922C03A234A7B835B4340AB984A3FE14422C03A234A7B835B4340AB984A3FE14422C085D04197705A43405514AFB2B64922C085D04197705A4340","dc7217dc-afa6-4171-99c4-b3314ee6bae4",NULL,"175c4c22-755b-46b3-b489-b8a1eab9f58b","0b968ce8-8240-45c8-87f3-23434e4e2085","geometries","geometries",1,False,"geometrias","POLYGON((-9.143972 38.706561,-9.143972 38.71495,-9.134531 38.71495,-9.134531 38.706561,-9.143972 38.706561))"
"7e71daa6-9881-461f-bb00-b47ccb2c1227","28b504f6-faba-4289-80fb-3b7642b01116",NULL,"1fdfa8df-5cd4-42ae-85e2-037dcd30bea1","0d90e3f7-3674-4e91-8398-57edd64c5f6c","0103000020E6100000010000000900000044A33B889D5122C09F01F566D4644340BADBF5D2145922C01A87FA5DD8624340FF5BC98E8D5022C0A5129ED0EB61434089230F44164922C0672783A3E461434097C62FBC924422C0D95A5F24B463434098C28366D74522C06CD097DEFE6443409E280989B44D22C05CE333D93F654340E275FD82DD5022C067F0F78BD964434044A33B889D5122C09F01F566D4644340","7e71daa6-9881-461f-bb00-b47ccb2c1227",NULL,"1fdfa8df-5cd4-42ae-85e2-037dcd30bea1","7c3d4f2c-96a9-4533-8198-6c9e64698361","geometries","geometries",1,False,"geometrias","POLYGON((-9.159405 38.787732,-9.173987 38.772228,-9.15733 38.765009,-9.142748 38.76479,-9.133932 38.778935,-9.136409 38.789028,-9.151768 38.791011,-9.15794 38.787889,-9.159405 38.787732))"
"688b1937-37f5-421e-bd19-20942482f16f","52ffaa8a-01a6-4d03-abf9-2933ba750dce",NULL,"4048bd3a-cc91-49b3-947d-1220249b6c76","4f5a94fb-e20f-40f6-b92d-22d83087a994","0103000020E6100000010000000400000020628385933422C0A5D766632562434020628385933422C02D3F70952762434020628385933422C02D3F70952762434020628385933422C0A5D7666325624340","688b1937-37f5-421e-bd19-20942482f16f",NULL,"4048bd3a-cc91-49b3-947d-1220249b6c76","d89ca2b2-a322-403a-9c9f-7c2e814892d8","geometries","geometries",1,False,"geometrias","POLYGON((-9.102688 38.766766,-9.102688 38.766833,-9.102688 38.766833,-9.102688 38.766766))"
"bea3de78-9210-4d1e-9457-651714b48538","c5941d3a-f21c-4825-98a0-2d11292d7fbc",NULL,"4048bd3a-cc91-49b3-947d-1220249b6c76","023ae237-f6b0-45f4-8fbf-4684c1bb01b3","0103000020E610000001000000050000004F745DF8C14922C0425DA450165A43404F745DF8C14922C0452FA3586E5B4340F12E17F19D4022C0452FA3586E5B4340F12E17F19D4022C0425DA450165A43404F745DF8C14922C0425DA450165A4340","bea3de78-9210-4d1e-9457-651714b48538",NULL,"4048bd3a-cc91-49b3-947d-1220249b6c76","d89ca2b2-a322-403a-9c9f-7c2e814892d8","geometries","geometries",1,False,"geometrias","POLYGON((-9.144058 38.703806,-9.144058 38.714305,-9.126205 38.714305,-9.126205 38.703806,-9.144058 38.703806))"
"8f138a80-87cf-4026-8bd9-084ce2213dd0","c5941d3a-f21c-4825-98a0-2d11292d7fbc",NULL,"a43a9b48-99f0-4d1b-bd29-31bb5d95ebfa","9b0c769f-5332-49fd-ae14-951c1f9fb762","0103000020E610000001000000050000004F745DF8C14922C0425DA450165A43404F745DF8C14922C0452FA3586E5B4340F12E17F19D4022C0452FA3586E5B4340F12E17F19D4022C0425DA450165A43404F745DF8C14922C0425DA450165A4340","8f138a80-87cf-4026-8bd9-084ce2213dd0",NULL,"a43a9b48-99f0-4d1b-bd29-31bb5d95ebfa","c6c0ce09-5390-49af-9801-76f863957222","geometries","geometries",1,False,"geometrias","POLYGON((-9.144058 38.703806,-9.144058 38.714305,-9.126205 38.714305,-9.126205 38.703806,-9.144058 38.703806))"
"7d7274cb-1de8-4818-bed7-bd4cfa0e14d0","28b504f6-faba-4289-80fb-3b7642b01116",NULL,"82899aa7-1861-4094-bbe7-2fee79271e4c","7c9322d1-11c8-4470-9468-78ae0bfb0da2","0103000020E6100000010000000A000000894336902E6622C08FC4CBD3B9624340E86C01A1F57022C09148DBF813614340D237691A146D22C0AF44A0FA075F43407C293C68766522C0871403249A5E4340C4263273815B22C0EA5910CAFB5E4340AE62F19BC25222C09CF86A4771604340F5F23B4D665422C0062B4EB516624340C8B7770DFA5A22C07D24253D0C6343408A56EE05666522C05ABDC3EDD0624340894336902E6622C08FC4CBD3B9624340","7d7274cb-1de8-4818-bed7-bd4cfa0e14d0",NULL,"82899aa7-1861-4094-bbe7-2fee79271e4c","e7a243aa-946c-4422-99c3-fbd3c6f8cd13","geometries","geometries",1,False,"geometrias","POLYGON((-9.199574 38.771296,-9.220624 38.758422,-9.213044 38.742431,-9.198169 38.739079,-9.178722 38.742059,-9.161641 38.753457,-9.164843 38.766318,-9.177689 38.773811,-9.198044 38.772001,-9.199574 38.771296))"
"688b1937-37f5-421e-bd19-20942482f16f","52ffaa8a-01a6-4d03-abf9-2933ba750dce",NULL,"4048bd3a-cc91-49b3-947d-1220249b6c76","9eb1ff79-de7e-4285-a4e6-f22c443c04cf","0103000020E61000000100000005000000B05582C5E13C22C0596B28B517634340B05582C5E13C22C0C009850838644340FF93BF7B473522C0C009850838644340FF93BF7B473522C0596B28B517634340B05582C5E13C22C0596B28B517634340","688b1937-37f5-421e-bd19-20942482f16f",NULL,"4048bd3a-cc91-49b3-947d-1220249b6c76","d89ca2b2-a322-403a-9c9f-7c2e814892d8","geometries","geometries",1,False,"geometrias","POLYGON((-9.11891 38.774161,-9.11891 38.78296,-9.104061 38.78296,-9.104061 38.774161,-9.11891 38.774161))"
"688b1937-37f5-421e-bd19-20942482f16f","52ffaa8a-01a6-4d03-abf9-2933ba750dce",NULL,"4048bd3a-cc91-49b3-947d-1220249b6c76","98c41237-49d0-4157-a28b-8701bb250d8f","0103000020E610000001000000050000004DDBBFB2D24C22C06E13EE95795B43404DDBBFB2D24C22C0C68A1A4CC35C43400E10CCD1E34722C0C68A1A4CC35C43400E10CCD1E34722C06E13EE95795B43404DDBBFB2D24C22C06E13EE95795B4340","688b1937-37f5-421e-bd19-20942482f16f",NULL,"4048bd3a-cc91-49b3-947d-1220249b6c76","d89ca2b2-a322-403a-9c9f-7c2e814892d8","geometries","geometries",1,False,"geometrias","POLYGON((-9.150045 38.714648,-9.150045 38.72471,-9.14041 38.72471,-9.14041 38.714648,-9.150045 38.714648))"
"1455d03f-6c50-44ed-b924-fb65a68732b0","52ffaa8a-01a6-4d03-abf9-2933ba750dce",NULL,"a43a9b48-99f0-4d1b-bd29-31bb5d95ebfa","f722ba3b-f136-4abe-a1a3-38c8e2ec9249","0103000020E610000001000000050000008B1BB7989F5322C0CFD90242EB5943408B1BB7989F5322C08AB0E1E9955A434038F4160FEF4922C08AB0E1E9955A434038F4160FEF4922C0CFD90242EB5943408B1BB7989F5322C0CFD90242EB594340","1455d03f-6c50-44ed-b924-fb65a68732b0",NULL,"a43a9b48-99f0-4d1b-bd29-31bb5d95ebfa","c6c0ce09-5390-49af-9801-76f863957222","geometries","geometries",1,False,"geometrias","POLYGON((-9.163327 38.702492,-9.163327 38.7077,-9.144402 38.7077,-9.144402 38.702492,-9.163327 38.702492))"
"743e14c2-d9a4-4417-a4b3-bdbc5eb9019e","52ffaa8a-01a6-4d03-abf9-2933ba750dce",NULL,"7944f008-4ed9-4b0d-a130-4b64e47748b1","b1301112-3af6-450c-b2d0-b9cbff62042f","0103000020E6100000010000000500000066A3737E8A6B22C0933655F7C858434066A3737E8A6B22C082ACA7565F59434024253D0CAD5E22C082ACA7565F59434024253D0CAD5E22C0933655F7C858434066A3737E8A6B22C0933655F7C8584340","743e14c2-d9a4-4417-a4b3-bdbc5eb9019e",NULL,"7944f008-4ed9-4b0d-a130-4b64e47748b1","d6247611-7e88-4a37-af6e-c356bde0554e","geometries","geometries",1,False,"geometrias","POLYGON((-9.210041 38.693633,-9.210041 38.698222,-9.184914 38.698222,-9.184914 38.693633,-9.210041 38.693633))"
